Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Feedback Comments,Sentiment
344,7,6,8,9,8,3,8,5,Great teaching style and very helpful!,Positive
699,9,5,4,8,4,2,2,8,Assignments were too difficult.,Negative
77,9,4,5,9,2,1,5,10,Support was excellent and motivating.,Positive
821,8,9,5,5,8,9,4,9,Very satisfied with the teaching.,Positive
903,9,8,8,8,4,8,4,1,Could use more real-world examples.,Positive
540,9,10,7,3,2,4,4,5,Great teaching style and very helpful!,Positive
596,5,8,7,7,1,2,10,3,Concepts were explained in detail.,Neutral
169,8,2,6,3,3,6,9,3,Could use more real-world examples.,Positive
526,9,5,5,5,2,6,4,9,Concepts were explained in detail.,Neutral
361,7,2,6,4,5,7,8,3,Very satisfied with the teaching.,Positive
917,8,6,5,3,7,5,4,8,The presentations were very clear.,Positive
342,5,9,8,1,9,8,7,10,Could use more real-world examples.,Positive
599,5,2,4,8,4,8,9,5,"Too many assignments, need balance.",Positive
875,5,4,7,3,5,6,4,5,Concepts were explained in detail.,Neutral
745,5,9,5,10,8,2,9,1,Support was excellent and motivating.,Positive
131,9,4,8,2,7,5,2,10,"Too many assignments, need balance.",Positive
143,6,6,7,8,10,3,3,9,"Overall, the course was relevant and useful.",Positive
666,10,5,6,8,1,2,7,7,"Overall, the course was relevant and useful.",Positive
104,8,5,4,2,7,9,4,4,Great teaching style and very helpful!,Positive
964,8,5,5,3,10,5,5,3,The presentations were very clear.,Positive
208,8,7,5,7,2,3,2,8,Very satisfied with the teaching.,Positive
774,7,10,5,4,6,10,9,6,Could use more real-world examples.,Positive
346,10,7,4,9,3,2,10,8,Sometimes explanations were confusing.,Negative
97,7,8,7,9,6,3,10,7,Support was excellent and motivating.,Positive
306,9,10,4,1,3,3,2,5,Concepts were explained in detail.,Neutral
18,9,6,6,1,5,8,4,10,Very satisfied with the teaching.,Positive
284,5,7,6,3,10,3,8,6,"Too many assignments, need balance.",Positive
173,5,7,5,10,10,10,3,10,"Overall, the course was relevant and useful.",Positive
558,7,9,5,5,9,7,3,5,Support was excellent and motivating.,Positive
51,7,2,6,2,8,2,10,2,Sometimes explanations were confusing.,Negative
357,5,8,7,5,4,1,8,8,Could use more real-world examples.,Positive
692,8,8,6,9,5,8,7,10,Great teaching style and very helpful!,Positive
26,8,2,6,10,9,9,4,5,Sometimes explanations were confusing.,Negative
386,9,5,5,4,6,5,7,7,Support was excellent and motivating.,Positive
287,5,9,5,5,10,8,4,10,Sometimes explanations were confusing.,Negative
974,8,10,4,2,4,9,8,7,Support was excellent and motivating.,Positive
683,6,9,4,8,5,5,1,10,Support was excellent and motivating.,Positive
374,6,9,4,6,2,6,7,8,Assignments were too difficult.,Negative
278,10,8,7,8,6,7,8,1,Concepts were explained in detail.,Neutral
367,10,4,8,3,3,9,5,7,"Overall, the course was relevant and useful.",Positive
800,7,4,5,2,1,6,3,9,Assignments were too difficult.,Negative
11,9,5,6,8,5,6,7,7,Could use more real-world examples.,Positive
310,5,8,5,9,4,4,9,10,Assignments were too difficult.,Negative
910,5,8,7,10,8,2,4,8,The presentations were very clear.,Positive
440,5,7,8,9,7,1,8,10,The presentations were very clear.,Positive
441,7,8,5,3,1,8,6,8,"Overall, the course was relevant and useful.",Positive
146,8,7,5,6,9,2,9,10,Sometimes explanations were confusing.,Negative
614,8,2,6,7,8,6,6,5,Concepts were explained in detail.,Neutral
262,10,5,4,9,6,9,9,3,"Overall, the course was relevant and useful.",Positive
34,9,7,8,9,8,2,8,9,Support was excellent and motivating.,Positive
407,9,8,8,6,2,9,6,4,"Too many assignments, need balance.",Positive
564,5,10,5,6,8,5,3,1,Concepts were explained in detail.,Neutral
538,8,7,4,6,10,5,2,9,Concepts were explained in detail.,Neutral
748,5,8,6,1,10,2,4,9,Support was excellent and motivating.,Positive
675,8,7,8,9,8,6,2,8,Support was excellent and motivating.,Positive
224,10,7,7,6,2,1,7,9,Great teaching style and very helpful!,Positive
10,8,3,7,4,3,6,4,1,"Overall, the course was relevant and useful.",Positive
708,5,3,5,4,5,9,6,4,Support was excellent and motivating.,Positive
636,7,3,6,9,5,4,6,3,The presentations were very clear.,Positive
218,7,8,4,4,1,4,6,4,Could use more real-world examples.,Positive
193,5,9,4,6,5,7,1,9,"Too many assignments, need balance.",Positive
106,6,6,5,8,3,1,9,7,"Overall, the course was relevant and useful.",Positive
834,8,2,7,4,1,8,9,2,Very satisfied with the teaching.,Positive
597,5,4,8,4,8,7,3,4,The presentations were very clear.,Positive
45,8,5,6,1,5,9,2,9,Sometimes explanations were confusing.,Negative
264,5,2,4,4,7,6,4,1,Support was excellent and motivating.,Positive
219,10,4,5,7,9,10,8,3,Very satisfied with the teaching.,Positive
249,10,2,5,6,8,1,8,9,Support was excellent and motivating.,Positive
507,9,2,6,2,7,9,7,9,Concepts were explained in detail.,Neutral
383,10,10,8,10,4,9,3,10,The presentations were very clear.,Positive
631,10,8,5,3,9,9,8,3,Concepts were explained in detail.,Neutral
502,6,3,5,1,8,4,7,8,Great teaching style and very helpful!,Positive
792,10,2,6,7,7,5,6,9,Concepts were explained in detail.,Neutral
271,8,10,6,5,7,10,10,2,Great teaching style and very helpful!,Positive
194,6,3,5,4,1,10,8,3,Great teaching style and very helpful!,Positive
937,8,8,4,10,1,5,9,3,Very satisfied with the teaching.,Positive
726,6,4,4,7,7,3,6,4,Support was excellent and motivating.,Positive
339,6,10,5,9,4,3,6,5,Sometimes explanations were confusing.,Negative
841,8,9,8,3,4,4,7,1,Concepts were explained in detail.,Neutral
874,9,7,6,9,6,1,6,3,The presentations were very clear.,Positive
214,6,6,4,3,1,3,4,6,Great teaching style and very helpful!,Positive
924,9,10,5,5,6,4,1,8,Support was excellent and motivating.,Positive
203,8,7,8,9,4,10,8,10,"Too many assignments, need balance.",Positive
629,8,3,7,4,4,8,1,10,"Overall, the course was relevant and useful.",Positive
354,6,3,7,10,1,1,10,6,Very satisfied with the teaching.,Positive
857,9,8,6,5,7,8,1,9,Sometimes explanations were confusing.,Negative
424,5,3,7,3,8,6,5,7,Assignments were too difficult.,Negative
872,6,10,8,8,2,2,1,4,Very satisfied with the teaching.,Positive
116,8,5,6,3,5,3,1,9,"Too many assignments, need balance.",Positive
308,9,10,7,10,3,2,10,9,"Overall, the course was relevant and useful.",Positive
698,5,9,6,3,6,9,9,9,"Too many assignments, need balance.",Positive
622,9,10,7,7,6,2,8,4,Concepts were explained in detail.,Neutral
103,9,6,4,6,1,3,10,6,Great teaching style and very helpful!,Positive
464,5,4,8,6,4,10,1,6,Sometimes explanations were confusing.,Negative
870,10,4,6,3,8,2,3,7,Could use more real-world examples.,Positive
351,8,5,8,10,1,9,7,7,Great teaching style and very helpful!,Positive
628,10,10,4,7,1,7,3,9,Could use more real-world examples.,Positive
33,8,5,6,1,8,7,7,2,"Overall, the course was relevant and useful.",Positive
972,7,9,4,1,1,2,1,10,Support was excellent and motivating.,Positive
535,5,10,5,9,9,8,1,9,Assignments were too difficult.,Negative
959,8,4,5,5,10,7,3,2,The presentations were very clear.,Positive
794,10,4,4,8,6,8,6,9,Great teaching style and very helpful!,Positive
313,5,7,7,3,7,10,1,1,Sometimes explanations were confusing.,Negative
127,5,8,4,9,7,7,7,6,"Too many assignments, need balance.",Positive
245,10,6,4,9,9,2,7,7,Sometimes explanations were confusing.,Negative
773,9,5,8,9,1,10,4,8,"Overall, the course was relevant and useful.",Positive
69,8,6,6,1,9,1,9,7,Could use more real-world examples.,Positive
141,8,6,6,5,4,9,5,2,"Too many assignments, need balance.",Positive
139,8,3,4,10,6,1,1,5,The presentations were very clear.,Positive
398,6,9,6,10,7,4,5,9,The presentations were very clear.,Positive
889,7,6,8,6,6,6,7,10,Great teaching style and very helpful!,Positive
995,6,7,8,3,7,7,8,7,"Overall, the course was relevant and useful.",Positive
757,9,5,7,9,7,8,9,1,Support was excellent and motivating.,Positive
783,5,2,8,2,8,5,7,3,"Overall, the course was relevant and useful.",Positive
420,5,8,8,6,2,4,10,3,Could use more real-world examples.,Positive
790,7,5,6,2,3,1,6,6,Sometimes explanations were confusing.,Negative
592,7,2,7,10,8,9,5,1,The presentations were very clear.,Positive
978,6,5,8,9,6,6,2,9,Sometimes explanations were confusing.,Negative
735,6,4,6,1,7,6,1,5,Sometimes explanations were confusing.,Negative
731,5,10,6,9,5,10,5,2,Sometimes explanations were confusing.,Negative
932,6,6,4,5,5,3,6,1,The presentations were very clear.,Positive
497,6,4,8,4,6,10,1,6,Very satisfied with the teaching.,Positive
813,8,10,5,8,4,7,5,2,Concepts were explained in detail.,Neutral
2,10,2,7,3,10,4,4,7,Could use more real-world examples.,Positive
649,9,2,6,10,4,9,4,2,Very satisfied with the teaching.,Positive
455,8,5,4,2,7,4,1,2,Could use more real-world examples.,Positive
593,5,3,5,3,9,10,9,9,"Too many assignments, need balance.",Positive
206,10,8,5,4,8,9,10,6,"Overall, the course was relevant and useful.",Positive
847,7,10,5,7,1,9,10,4,"Overall, the course was relevant and useful.",Positive
233,8,7,7,7,9,2,8,2,Assignments were too difficult.,Negative
87,5,10,8,4,8,10,1,9,"Overall, the course was relevant and useful.",Positive
333,6,3,7,6,9,9,9,1,The presentations were very clear.,Positive
738,8,2,5,7,2,7,6,5,Support was excellent and motivating.,Positive
350,5,6,6,1,8,7,10,10,Great teaching style and very helpful!,Positive
805,8,8,7,10,6,2,2,6,Assignments were too difficult.,Negative
700,9,8,6,1,9,6,9,1,Great teaching style and very helpful!,Positive
92,7,6,7,3,2,1,7,6,Could use more real-world examples.,Positive
68,5,5,8,8,7,6,10,4,Great teaching style and very helpful!,Positive
746,10,5,6,7,1,1,6,1,Great teaching style and very helpful!,Positive
741,7,9,7,3,10,8,10,5,Assignments were too difficult.,Negative
581,9,10,8,2,5,6,7,10,"Too many assignments, need balance.",Positive
677,9,6,6,9,1,10,7,1,Sometimes explanations were confusing.,Negative
442,7,8,5,10,8,3,6,4,"Overall, the course was relevant and useful.",Positive
749,9,9,5,2,9,1,10,1,"Overall, the course was relevant and useful.",Positive
25,5,6,4,10,4,1,8,3,The presentations were very clear.,Positive
936,6,7,6,4,1,8,4,10,Assignments were too difficult.,Negative
90,9,10,6,7,8,1,2,7,The presentations were very clear.,Positive
715,6,9,6,5,9,1,6,6,Support was excellent and motivating.,Positive
240,9,9,7,10,5,7,1,6,Support was excellent and motivating.,Positive
13,6,6,6,3,10,7,2,1,The presentations were very clear.,Positive
126,7,4,6,4,1,5,2,1,Assignments were too difficult.,Negative
761,5,9,6,10,10,1,10,6,The presentations were very clear.,Positive
302,8,4,6,7,1,4,1,8,"Overall, the course was relevant and useful.",Positive
650,8,4,7,9,10,2,8,3,Very satisfied with the teaching.,Positive
365,10,5,5,3,5,2,3,5,Concepts were explained in detail.,Neutral
905,5,9,6,8,10,2,1,1,Great teaching style and very helpful!,Positive
415,9,3,5,1,8,9,9,2,Concepts were explained in detail.,Neutral
397,10,7,8,6,6,6,2,6,Assignments were too difficult.,Negative
435,9,9,7,4,1,1,7,5,Concepts were explained in detail.,Neutral
945,9,3,8,2,4,9,1,1,Support was excellent and motivating.,Positive
930,8,7,5,1,3,7,2,1,Could use more real-world examples.,Positive
687,5,9,7,9,3,1,9,5,Great teaching style and very helpful!,Positive
852,5,10,5,4,3,10,8,6,Sometimes explanations were confusing.,Negative
712,6,5,5,7,8,2,9,7,Assignments were too difficult.,Negative
470,6,10,6,6,7,1,1,2,Great teaching style and very helpful!,Positive
43,6,5,4,1,10,7,4,1,Concepts were explained in detail.,Neutral
550,5,3,7,8,2,7,7,8,Support was excellent and motivating.,Positive
844,8,6,4,1,1,8,10,9,"Too many assignments, need balance.",Positive
150,6,5,8,5,2,10,1,6,Very satisfied with the teaching.,Positive
168,6,3,8,2,8,10,7,3,Sometimes explanations were confusing.,Negative
519,8,7,7,6,10,10,4,3,Very satisfied with the teaching.,Positive
531,9,8,7,6,3,8,3,7,Great teaching style and very helpful!,Positive
643,9,7,7,7,2,4,3,7,Support was excellent and motivating.,Positive
428,6,9,4,4,8,6,2,5,Support was excellent and motivating.,Positive
659,9,4,8,10,6,6,3,8,Concepts were explained in detail.,Neutral
766,10,2,4,3,4,6,9,4,"Overall, the course was relevant and useful.",Positive
732,9,2,6,9,4,2,10,10,Concepts were explained in detail.,Neutral
916,10,4,7,3,10,10,7,8,"Overall, the course was relevant and useful.",Positive
979,9,4,7,10,5,2,4,2,"Overall, the course was relevant and useful.",Positive
372,5,7,7,9,3,5,10,4,Sometimes explanations were confusing.,Negative
778,9,4,8,9,8,5,7,4,Concepts were explained in detail.,Neutral
579,10,3,7,8,9,1,8,8,"Too many assignments, need balance.",Positive
320,9,6,7,4,3,9,10,2,The presentations were very clear.,Positive
645,5,9,6,6,8,5,10,8,The presentations were very clear.,Positive
5,6,7,4,2,3,8,10,7,Concepts were explained in detail.,Neutral
294,7,5,4,1,6,2,9,6,Concepts were explained in detail.,Neutral
117,8,2,5,10,5,4,3,2,Very satisfied with the teaching.,Positive
555,9,2,8,7,2,1,3,10,Sometimes explanations were confusing.,Negative
29,6,9,5,1,6,10,4,5,Concepts were explained in detail.,Neutral
259,8,3,8,9,7,4,10,7,Very satisfied with the teaching.,Positive
47,8,4,4,9,10,10,2,6,"Overall, the course was relevant and useful.",Positive
678,8,10,5,2,7,4,1,7,Support was excellent and motivating.,Positive
543,8,2,4,9,3,3,3,4,Support was excellent and motivating.,Positive
908,5,2,5,3,2,10,4,8,"Overall, the course was relevant and useful.",Positive
586,8,2,4,9,8,8,7,7,Assignments were too difficult.,Negative
98,9,9,7,2,3,3,8,4,Very satisfied with the teaching.,Positive
55,8,7,6,2,5,7,7,9,Very satisfied with the teaching.,Positive
913,5,5,6,5,6,7,6,1,"Overall, the course was relevant and useful.",Positive
199,9,5,8,3,8,1,1,2,"Too many assignments, need balance.",Positive
539,10,2,7,4,3,4,10,1,Could use more real-world examples.,Positive
759,7,2,4,2,1,5,9,9,Great teaching style and very helpful!,Positive
